articleid;subarticleid;articlename;external_str_id;ecrlongname;ecrsectionid;sectionname;articlebarcode;unitname;sectiontype;rest;flgbase;subarticlebarcode;flg_disable;flg_disable_name;preparemoment_name;baseprice;ecological_class;articletype;article_type_name;tax_system;tag_1212;tag_1162;tag_1162_name;subarticle_marking;subarticle_marking_name;has_any_bc_marking;has_mrc;isloto;class_path;strpath
7738298;7738301;Сигареты Winston X Style silver;9900000027122;Сигареты Winston X Style silver пачка;1000204;Cafe;46181398;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46181398;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738298;7738303;Сигареты Winston X Style silver;9900000027122;Сигареты Winston X Style silver пачка;1000204;Cafe;46200136;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46200136;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738298;7738305;Сигареты Winston X Style silver;9900000027122;Сигареты Winston X Style silver пачка;1000204;Cafe;46151681;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46151681;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738298;7738307;Сигареты Winston X Style silver;9900000027122;Сигареты Winston X Style silver пачка;1000204;Cafe;46105790;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46105790;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738298;7738309;Сигареты Winston X Style silver;9900000027122;Сигареты Winston X Style silver пачка;1000204;Cafe;46200150;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46200150;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738298;7738311;Сигареты Winston X Style silver;9900000027122;Сигареты Winston X Style silver пачка;1000204;Cafe;46200129;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46200129;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738298;7738313;Сигареты Winston X Style silver;9900000027122;Сигареты Winston X Style silver пачка;1000204;Cafe;2001042600003;шт/1;TYPE_GOODS;20000;SET_NOTBASE;2001042600003;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738298;7738315;Сигареты Winston X Style silver;9900000027122;Сигареты Winston X Style silver пачка;1000204;Cafe;46209887;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46209887;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738298;7738317;Сигареты Winston X Style silver;9900000027122;Сигареты Winston X Style silver пачка;1000204;Cafe;46194565;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46194565;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738298;7738319;Сигареты Winston X Style silver;9900000027122;Сигареты Winston X Style silver пачка;1000204;Cafe;46181404;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46181404;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738298;7738321;Сигареты Winston X Style silver;9900000027122;Сигареты Winston X Style silver пачка;1000204;Cafe;46209870;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46209870;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738298;7738323;Сигареты Winston X Style silver;9900000027122;Сигареты Winston X Style silver пачка;1000204;Cafe;46194558;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46194558;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738298;7738325;Сигареты Winston X Style silver;9900000027122;Сигареты Winston X Style silver пачка;1000204;Cafe;46200143;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46200143;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738327;7738328;Сигареты LD Virginia (Sovereign) Blue;9900000015833;Сигареты LD Virginia (Sovereign) Blue;1000204;Cafe;46171146;шт/1;TYPE_GOODS;20000;SET_BASE;46171146;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738327;7738330;Сигареты LD Virginia (Sovereign) Blue;9900000015833;Сигареты LD Virginia (Sovereign) Blue;1000204;Cafe;4600051006196;шт/1;TYPE_GOODS;20000;SET_NOTBASE;4600051006196;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738327;7738332;Сигареты LD Virginia (Sovereign) Blue;9900000015833;Сигареты LD Virginia (Sovereign) Blue;1000204;Cafe;4600051006219;шт/1;TYPE_GOODS;20000;SET_NOTBASE;4600051006219;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738327;7738334;Сигареты LD Virginia (Sovereign) Blue;9900000015833;Сигареты LD Virginia (Sovereign) Blue;1000204;Cafe;4600439922605;шт/1;TYPE_GOODS;20000;SET_NOTBASE;4600439922605;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738327;7738336;Сигареты LD Virginia (Sovereign) Blue;9900000015833;Сигареты LD Virginia (Sovereign) Blue;1000204;Cafe;4600051006172;шт/1;TYPE_GOODS;20000;SET_NOTBASE;4600051006172;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738327;7738338;Сигареты LD Virginia (Sovereign) Blue;9900000015833;Сигареты LD Virginia (Sovereign) Blue;1000204;Cafe;4600051009418;шт/1;TYPE_GOODS;20000;SET_NOTBASE;4600051009418;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738327;7738340;Сигареты LD Virginia (Sovereign) Blue;9900000015833;Сигареты LD Virginia (Sovereign) Blue;1000204;Cafe;4600051009425;шт/1;TYPE_GOODS;20000;SET_NOTBASE;4600051009425;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738327;7738342;Сигареты LD Virginia (Sovereign) Blue;9900000015833;Сигареты LD Virginia (Sovereign) Blue;1000204;Cafe;46169938;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46169938;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738344;7738345;Очки BOUQUINISTE корригирующие (+1.50);9900000052397;Очки BOUQUINISTE корригирующие (+1.50);1000204;Cafe;4690452020556;шт/1;TYPE_GOODS;20000;SET_BASE;4690452020556;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738344;7738347;Очки BOUQUINISTE корригирующие (+1.50);9900000052397;Очки BOUQUINISTE корригирующие (+1.50);1000204;Cafe;4690452020617;шт/1;TYPE_GOODS;20000;SET_NOTBASE;4690452020617;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738349;7738350;Конфета СЧАСТЬЕ Сердце клуб.крем 120г;9900000059757;Конфета СЧАСТЬЕ Сердце клубничный крем 120г;1000204;Cafe;4620017130536;шт/1;TYPE_GOODS;20000;SET_BASE;4620017130536;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738352;7738353;Сигареты ОПТИМА золотая 25 сигарет;9900000046329;Сигареты ОПТИМА золотая 25 сигарет;1000204;Cafe;46158987;шт/1;TYPE_GOODS;20000;SET_BASE;46158987;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738352;7738355;Сигареты ОПТИМА золотая 25 сигарет;9900000046329;Сигареты ОПТИМА золотая 25 сигарет;1000204;Cafe;46166005;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46166005;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738352;7738357;Сигареты ОПТИМА золотая 25 сигарет;9900000046329;Сигареты ОПТИМА золотая 25 сигарет;1000204;Cafe;46166012;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46166012;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738352;7738359;Сигареты ОПТИМА золотая 25 сигарет;9900000046329;Сигареты ОПТИМА золотая 25 сигарет;1000204;Cafe;46156266;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46156266;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738352;7738361;Сигареты ОПТИМА золотая 25 сигарет;9900000046329;Сигареты ОПТИМА золотая 25 сигарет;1000204;Cafe;46167644;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46167644;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738363;7738364;Очки BOUQUINISTE корригирующие (+2.00);9900000052398;Очки BOUQUINISTE корригирующие (+2.00);1000204;Cafe;4690452020624;шт/1;TYPE_GOODS;20000;SET_BASE;4690452020624;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738363;7738366;Очки BOUQUINISTE корригирующие (+2.00);9900000052398;Очки BOUQUINISTE корригирующие (+2.00);1000204;Cafe;4690452020563;шт/1;TYPE_GOODS;20000;SET_NOTBASE;4690452020563;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738368;7738369;Очки BOUQUINISTE корригирующие (+2.50);9900000052399;Очки BOUQUINISTE корригирующие (+2.50);1000204;Cafe;4690452020631;шт/1;TYPE_GOODS;20000;SET_BASE;4690452020631;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738368;7738371;Очки BOUQUINISTE корригирующие (+2.50);9900000052399;Очки BOUQUINISTE корригирующие (+2.50);1000204;Cafe;4690452020570;шт/1;TYPE_GOODS;20000;SET_NOTBASE;4690452020570;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738373;7738374;Сигареты Magna red;9900000040461;Сигареты Magna red пачка;1000204;Cafe;46117779;шт/1;TYPE_GOODS;20000;SET_BASE;46117779;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738376;7738377;Фр-дог Sib фин гр 174г+PEPSI ПЭТ 0,6лАкц;9900000053692;Френч-дог Sibylla сосиска финская гриль 174г+Напиток PEPSI газированный ПЭТ 0,6л Акция;1000204;Cafe;2000999901164;шт/1;TYPE_GOODS;20000;SET_BASE;2000999901164;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738379;7738380;Сигареты LD club extra blue;9900000035471;Сигареты LD club extra blue пачка;1000204;Cafe;46141910;шт/1;TYPE_GOODS;20000;SET_BASE;46141910;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738379;7738382;Сигареты LD club extra blue;9900000035471;Сигареты LD club extra blue пачка;1000204;Cafe;46131348;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46131348;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738379;7738384;Сигареты LD club extra blue;9900000035471;Сигареты LD club extra blue пачка;1000204;Cafe;46141903;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46141903;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738379;7738386;Сигареты LD club extra blue;9900000035471;Сигареты LD club extra blue пачка;1000204;Cafe;46152084;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46152084;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738379;7738388;Сигареты LD club extra blue;9900000035471;Сигареты LD club extra blue пачка;1000204;Cafe;46131355;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46131355;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738379;7738390;Сигареты LD club extra blue;9900000035471;Сигареты LD club extra blue пачка;1000204;Cafe;46141897;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46141897;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738392;7738393;Сигареты Wings blue;9900000020833;Сигареты Wings blue пачка;1000204;Cafe;2000986523584;шт/1;TYPE_GOODS;20000;SET_BASE;2000986523584;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738392;7738395;Сигареты Wings blue;9900000020833;Сигареты Wings blue пачка;1000204;Cafe;4600439914624;шт/1;TYPE_GOODS;20000;SET_NOTBASE;4600439914624;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738392;7738397;Сигареты Wings blue;9900000020833;Сигареты Wings blue пачка;1000204;Cafe;4600439119210;шт/1;TYPE_GOODS;20000;SET_NOTBASE;4600439119210;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738392;7738399;Сигареты Wings blue;9900000020833;Сигареты Wings blue пачка;1000204;Cafe;4600439914334;шт/1;TYPE_GOODS;20000;SET_NOTBASE;4600439914334;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738392;7738401;Сигареты Wings blue;9900000020833;Сигареты Wings blue пачка;1000204;Cafe;4600439914167;шт/1;TYPE_GOODS;20000;SET_NOTBASE;4600439914167;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738392;7738403;Сигареты Wings blue;9900000020833;Сигареты Wings blue пачка;1000204;Cafe;4600439915003;шт/1;TYPE_GOODS;20000;SET_NOTBASE;4600439915003;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738392;7738405;Сигареты Wings blue;9900000020833;Сигареты Wings blue пачка;1000204;Cafe;4600439914808;шт/1;TYPE_GOODS;20000;SET_NOTBASE;4600439914808;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738392;7738407;Сигареты Wings blue;9900000020833;Сигареты Wings blue пачка;1000204;Cafe;4600439920472;шт/1;TYPE_GOODS;20000;SET_NOTBASE;4600439920472;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738409;7738410;Сигареты Magna blue;9900000040460;Сигареты Magna blue пачка;1000204;Cafe;46117762;шт/1;TYPE_GOODS;20000;SET_BASE;46117762;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738409;7738412;Сигареты Magna blue;9900000040460;Сигареты Magna blue пачка;1000204;Cafe;46104496;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46104496;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738409;7738414;Сигареты Magna blue;9900000040460;Сигареты Magna blue пачка;1000204;Cafe;46117786;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46117786;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738416;7738417;Батончик Dr.Korner мюсли клюква 30г;9900000061991;Батончик Dr.Korner мюсли глазированный клюква 30г;1000204;Cafe;4607065714895;шт/1;TYPE_GOODS;20000;SET_BASE;4607065714895;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738419;7738420;Напиток Grand Cafe капучино БЗМЖ 260г;9900000062926;Напиток Grand Cafe молочно-кофейный капучино 2,6% БЗМЖ ПЭТ 260г;1000204;Cafe;4606779768101;шт/1;TYPE_GOODS;20000;SET_BASE;4606779768101;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738422;7738423;"Щетка alca winter 070000 ст/оч 20""/500мм";9900000000751;"Щетка alca winter 070000 стеклоочистителя 20""/500мм";1000204;Cafe;4028224070001;шт/1;TYPE_GOODS;20000;SET_BASE;4028224070001;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738425;7738426;Конфеты MARS minis вес асс в стк DC XL;9900000062982;Конфеты MARS minis весовые ассортимент в стакане Drive Cafe XL;1000204;Cafe;2000000003863;шт/1;TYPE_GOODS;20000;SET_BASE;2000000003863;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738428;7738429;Нектар Я персик мякоть 1л;9900000006566;Нектар Я персик мякоть 1л;2;СОП.ТОВАРЫ;9900000006566;шт/1;TYPE_GOODS;20000;SET_BASE;9900000006566;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;2;СОП.ТОВАРЫ
7738431;7738432;Сигареты Parker&Simpson blue ks rc;9900000041052;Сигареты Parker&Simpson blue ks rc;1000204;Cafe;4601653024571;шт/1;TYPE_GOODS;20000;SET_BASE;4601653024571;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738431;7738434;Сигареты Parker&Simpson blue ks rc;9900000041052;Сигареты Parker&Simpson blue ks rc;1000204;Cafe;46137333;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46137333;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738431;7738436;Сигареты Parker&Simpson blue ks rc;9900000041052;Сигареты Parker&Simpson blue ks rc;1000204;Cafe;46137340;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46137340;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738431;7738438;Сигареты Parker&Simpson blue ks rc;9900000041052;Сигареты Parker&Simpson blue ks rc;1000204;Cafe;4601653017306;шт/1;TYPE_GOODS;20000;SET_NOTBASE;4601653017306;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
