articleid;subarticleid;articlename;external_str_id;ecrlongname;ecrsectionid;sectionname;articlebarcode;unitname;sectiontype;rest;flgbase;subarticlebarcode;flg_disable;flg_disable_name;preparemoment_name;baseprice;ecological_class;articletype;article_type_name;tax_system;tag_1212;tag_1162;tag_1162_name;subarticle_marking;subarticle_marking_name;has_any_bc_marking;has_mrc;isloto;class_path;strpath
7737903;7737906;Сигареты EVE premium black 100 dsp 20;9900000034815;Сигареты EVE premium black 100 dsp 20 ssl пачка;1000204;Cafe;46163462;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46163462;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737903;7737908;Сигареты EVE premium black 100 dsp 20;9900000034815;Сигареты EVE premium black 100 dsp 20 ssl пачка;1000204;Cafe;46174819;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46174819;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737903;7737910;Сигареты EVE premium black 100 dsp 20;9900000034815;Сигареты EVE premium black 100 dsp 20 ssl пачка;1000204;Cafe;4606203086504;шт/1;TYPE_GOODS;20000;SET_NOTBASE;4606203086504;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737903;7737912;Сигареты EVE premium black 100 dsp 20;9900000034815;Сигареты EVE premium black 100 dsp 20 ssl пачка;1000204;Cafe;46163479;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46163479;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737903;7737914;Сигареты EVE premium black 100 dsp 20;9900000034815;Сигареты EVE premium black 100 dsp 20 ssl пачка;1000204;Cafe;46158161;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46158161;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737903;7737916;Сигареты EVE premium black 100 dsp 20;9900000034815;Сигареты EVE premium black 100 dsp 20 ssl пачка;1000204;Cafe;46151162;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46151162;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737903;7737918;Сигареты EVE premium black 100 dsp 20;9900000034815;Сигареты EVE premium black 100 dsp 20 ssl пачка;1000204;Cafe;46185822;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46185822;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737903;7737920;Сигареты EVE premium black 100 dsp 20;9900000034815;Сигареты EVE premium black 100 dsp 20 ssl пачка;1000204;Cafe;46174802;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46174802;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737903;7737922;Сигареты EVE premium black 100 dsp 20;9900000034815;Сигареты EVE premium black 100 dsp 20 ssl пачка;1000204;Cafe;46136664;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46136664;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737903;7737924;Сигареты EVE premium black 100 dsp 20;9900000034815;Сигареты EVE premium black 100 dsp 20 ssl пачка;1000204;Cafe;46174826;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46174826;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737903;7737926;Сигареты EVE premium black 100 dsp 20;9900000034815;Сигареты EVE premium black 100 dsp 20 ssl пачка;1000204;Cafe;46155696;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46155696;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737903;7737928;Сигареты EVE premium black 100 dsp 20;9900000034815;Сигареты EVE premium black 100 dsp 20 ssl пачка;1000204;Cafe;4606203080731;шт/1;TYPE_GOODS;20000;SET_NOTBASE;4606203080731;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737903;7737930;Сигареты EVE premium black 100 dsp 20;9900000034815;Сигареты EVE premium black 100 dsp 20 ssl пачка;1000204;Cafe;46192837;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46192837;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737932;7737933;Сигареты SOBRANIE ks ss black;9900000039335;Сигареты SOBRANIE king size super slims black;1000204;Cafe;46181497;шт/1;TYPE_GOODS;20000;SET_BASE;46181497;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737932;7737935;Сигареты SOBRANIE ks ss black;9900000039335;Сигареты SOBRANIE king size super slims black;1000204;Cafe;46181862;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46181862;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737932;7737937;Сигареты SOBRANIE ks ss black;9900000039335;Сигареты SOBRANIE king size super slims black;1000204;Cafe;46198259;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46198259;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737932;7737939;Сигареты SOBRANIE ks ss black;9900000039335;Сигареты SOBRANIE king size super slims black;1000204;Cafe;46151964;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46151964;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737932;7737941;Сигареты SOBRANIE ks ss black;9900000039335;Сигареты SOBRANIE king size super slims black;1000204;Cafe;46121332;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46121332;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737932;7737943;Сигареты SOBRANIE ks ss black;9900000039335;Сигареты SOBRANIE king size super slims black;1000204;Cafe;46191946;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46191946;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737932;7737945;Сигареты SOBRANIE ks ss black;9900000039335;Сигареты SOBRANIE king size super slims black;1000204;Cafe;46121356;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46121356;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737932;7737947;Сигареты SOBRANIE ks ss black;9900000039335;Сигареты SOBRANIE king size super slims black;1000204;Cafe;46151513;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46151513;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737932;7737949;Сигареты SOBRANIE ks ss black;9900000039335;Сигареты SOBRANIE king size super slims black;1000204;Cafe;46173065;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46173065;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737932;7737951;Сигареты SOBRANIE ks ss black;9900000039335;Сигареты SOBRANIE king size super slims black;1000204;Cafe;46201737;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46201737;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737932;7737953;Сигареты SOBRANIE ks ss black;9900000039335;Сигареты SOBRANIE king size super slims black;1000204;Cafe;46121349;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46121349;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737932;7737955;Сигареты SOBRANIE ks ss black;9900000039335;Сигареты SOBRANIE king size super slims black;1000204;Cafe;46198266;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46198266;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737932;7737957;Сигареты SOBRANIE ks ss black;9900000039335;Сигареты SOBRANIE king size super slims black;1000204;Cafe;46173089;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46173089;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737932;7737959;Сигареты SOBRANIE ks ss black;9900000039335;Сигареты SOBRANIE king size super slims black;1000204;Cafe;46181503;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46181503;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737932;7737961;Сигареты SOBRANIE ks ss black;9900000039335;Сигареты SOBRANIE king size super slims black;1000204;Cafe;46191953;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46191953;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737932;7737963;Сигареты SOBRANIE ks ss black;9900000039335;Сигареты SOBRANIE king size super slims black;1000204;Cafe;46206176;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46206176;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737965;7737966;Сигареты L&M lounge blue;9900000027052;Сигареты L&M lounge blue;1000204;Cafe;2001047200017;шт/1;TYPE_GOODS;20000;SET_BASE;2001047200017;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737965;7737968;Сигареты L&M lounge blue;9900000027052;Сигареты L&M lounge blue;1000204;Cafe;46158291;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46158291;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737965;7737970;Сигареты L&M lounge blue;9900000027052;Сигареты L&M lounge blue;1000204;Cafe;46114242;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46114242;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737965;7737972;Сигареты L&M lounge blue;9900000027052;Сигареты L&M lounge blue;1000204;Cafe;46143754;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46143754;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737965;7737974;Сигареты L&M lounge blue;9900000027052;Сигареты L&M lounge blue;1000204;Cafe;46150578;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46150578;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737965;7737976;Сигареты L&M lounge blue;9900000027052;Сигареты L&M lounge blue;1000204;Cafe;2001107300015;шт/1;TYPE_GOODS;20000;SET_NOTBASE;2001107300015;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737965;7737978;Сигареты L&M lounge blue;9900000027052;Сигареты L&M lounge blue;1000204;Cafe;46148971;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46148971;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737965;7737980;Сигареты L&M lounge blue;9900000027052;Сигареты L&M lounge blue;1000204;Cafe;46154064;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46154064;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737965;7737982;Сигареты L&M lounge blue;9900000027052;Сигареты L&M lounge blue;1000204;Cafe;46147691;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46147691;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737965;7737984;Сигареты L&M lounge blue;9900000027052;Сигареты L&M lounge blue;1000204;Cafe;2001047200000;шт/1;TYPE_GOODS;20000;SET_NOTBASE;2001047200000;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737965;7737986;Сигареты L&M lounge blue;9900000027052;Сигареты L&M lounge blue;1000204;Cafe;2001107300008;шт/1;TYPE_GOODS;20000;SET_NOTBASE;2001107300008;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737965;7737988;Сигареты L&M lounge blue;9900000027052;Сигареты L&M lounge blue;1000204;Cafe;2003185100006;шт/1;TYPE_GOODS;20000;SET_NOTBASE;2003185100006;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737965;7737990;Сигареты L&M lounge blue;9900000027052;Сигареты L&M lounge blue;1000204;Cafe;46155764;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46155764;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737965;7737992;Сигареты L&M lounge blue;9900000027052;Сигареты L&M lounge blue;1000204;Cafe;2001107300022;шт/1;TYPE_GOODS;20000;SET_NOTBASE;2001107300022;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737994;7737995;Сигареты BOND STREET ss blue;9900000027068;Сигареты BOND STREET super slims blue пачка;1000204;Cafe;46148407;шт/1;TYPE_GOODS;20000;SET_BASE;46148407;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737994;7737997;Сигареты BOND STREET ss blue;9900000027068;Сигареты BOND STREET super slims blue пачка;1000204;Cafe;46155610;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46155610;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737994;7737999;Сигареты BOND STREET ss blue;9900000027068;Сигареты BOND STREET super slims blue пачка;1000204;Cafe;46158055;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46158055;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737994;7738001;Сигареты BOND STREET ss blue;9900000027068;Сигареты BOND STREET super slims blue пачка;1000204;Cafe;46133906;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46133906;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737994;7738003;Сигареты BOND STREET ss blue;9900000027068;Сигареты BOND STREET super slims blue пачка;1000204;Cafe;46134431;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46134431;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737994;7738005;Сигареты BOND STREET ss blue;9900000027068;Сигареты BOND STREET super slims blue пачка;1000204;Cafe;46153906;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46153906;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737994;7738007;Сигареты BOND STREET ss blue;9900000027068;Сигареты BOND STREET super slims blue пачка;1000204;Cafe;46164070;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46164070;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737994;7738009;Сигареты BOND STREET ss blue;9900000027068;Сигареты BOND STREET super slims blue пачка;1000204;Cafe;46164087;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46164087;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737994;7738011;Сигареты BOND STREET ss blue;9900000027068;Сигареты BOND STREET super slims blue пачка;1000204;Cafe;46150400;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46150400;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737994;7738013;Сигареты BOND STREET ss blue;9900000027068;Сигареты BOND STREET super slims blue пачка;1000204;Cafe;4606203017652;шт/1;TYPE_GOODS;20000;SET_NOTBASE;4606203017652;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737994;7738015;Сигареты BOND STREET ss blue;9900000027068;Сигареты BOND STREET super slims blue пачка;1000204;Cafe;46126122;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46126122;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7737994;7738017;Сигареты BOND STREET ss blue;9900000027068;Сигареты BOND STREET super slims blue пачка;1000204;Cafe;46142559;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46142559;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738019;7738020;Сигареты NEXT InSilver;9900000027090;Сигареты NEXT InSilver;1000204;Cafe;2000660000004;шт/1;TYPE_GOODS;20000;SET_BASE;2000660000004;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738019;7738022;Сигареты NEXT InSilver;9900000027090;Сигареты NEXT InSilver;1000204;Cafe;46158703;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46158703;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738019;7738024;Сигареты NEXT InSilver;9900000027090;Сигареты NEXT InSilver;1000204;Cafe;2000660000028;шт/1;TYPE_GOODS;20000;SET_NOTBASE;2000660000028;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738019;7738026;Сигареты NEXT InSilver;9900000027090;Сигареты NEXT InSilver;1000204;Cafe;46127402;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46127402;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738019;7738028;Сигареты NEXT InSilver;9900000027090;Сигареты NEXT InSilver;1000204;Cafe;46113177;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46113177;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738019;7738030;Сигареты NEXT InSilver;9900000027090;Сигареты NEXT InSilver;1000204;Cafe;2001105900002;шт/1;TYPE_GOODS;20000;SET_NOTBASE;2001105900002;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
7738019;7738032;Сигареты NEXT InSilver;9900000027090;Сигареты NEXT InSilver;1000204;Cafe;46163936;шт/1;TYPE_GOODS;20000;SET_NOTBASE;46163936;SET_NOTDISABLE;В работе;Нет;12300;NULL;AT_GOODS;Товар;ОСН;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
